DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total OUT OF SCHOOL SUSPENSIONS,ratio ECO. DISADV. OUT OF SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average
185901,BOVINA ISD,16,478,0,93.3,6.5,0,0,0,0.2,82.4,5,0,1,1,1,1,1,1,1,1,1
185902,FARWELL ISD,16,542,0.6,50,48.3,0.4,0.2,0,0.6,57.2,6.8,2,0.8741,7.3529,0,1.0000,1.0352,0,0,1,0
185903,FRIONA ISD,16,1155,0.3,84.2,14.7,0,0.4,0,0.4,80.8,9.4,2,0.6188,5.3191,0,0.5938,3.4014,1,0,1,0
185904,LAZBUDDIE ISD,16,182,0,41.2,57.1,1.6,0,0,0,79.1,7.1,0,1,1,1,1,1,1,1,1,1
186901,BUENA VISTA ISD,18,150,0.7,73.3,26,0,0,0,0,63.3,2,0,1,1,1,1,1,1,1,1,1
186902,FORT STOCKTON ISD,18,2411,0.7,86.4,11.9,0.1,0.6,0,0.2,65.3,6,48,1.2124,0,0,1.1092,0.1751,0,0,1,10.4167
186903,IRAAN-SHEFFIELD ISD,18,563,4.8,56.8,36.8,0.9,0.2,0.5,0,45.8,9.1,3,5.0946,3.6630,0,0.5869,0.9058,0,0,66.6667,1
187901,BIG SANDY ISD,06,523,1,6.9,66,21.6,0.8,0.2,3.6,49.1,10.9,18,1.3578,0.5097,0,0.8052,1.2626,0.2572,0,0,1.5432
187903,GOODRICH ISD,06,218,18.3,46.8,32.6,0,0.5,0,1.8,88.1,6,4,0.2838,0,1.3661,0.5342,0.7669,1,0,1,13.8889
187904,CORRIGAN-CAMDEN ISD,06,1026,25,35,38,0.2,0.3,0,1.5,75.5,11,20,0.0662,7.7273,3.6000,0.1429,0.1316,0,0,1,0
187906,LEGGETT ISD,06,170,20,20.6,54.1,2.4,0,0,2.9,77.6,10,11,0.1172,4.5455,4.0909,0.4413,0.1680,0,1,1,0
187907,LIVINGSTON ISD,06,4016,10.5,20.1,65.7,0.6,0.5,0.1,2.6,64.7,10.1,487,1.3647,3.5172,2.0338,0.6232,1.0001,0.3422,0,0,0.0790
187910,ONALASKA ISD,06,914,1.6,8.1,85.6,1.3,0.9,0.1,2.4,77.2,10.1,11,1.2953,0.9001,0,0,1.1682,0,0,0,0
188801,RICHARD MILBURN ACADEMY (AMARILLO),16,208,4.8,38.9,53.8,1.4,0,0,1,65.9,12.5,0,1,1,1,1,1,1,1,1,1
188901,AMARILLO ISD,16,33139,9.8,45.4,36.2,0.5,5.1,0.1,2.9,67,9,3319,1.3158,2.6280,1.9215,1.1448,0.6708,0.0603,0.3486,0.3013,1.0597
188902,RIVER ROAD ISD,16,1422,1.7,22.4,72,1.1,0.4,0.1,2.5,65,10.5,113,1.1436,3.1184,4.1645,0.0395,1.2660,0,0,0,0.3540
188903,HIGHLAND PARK ISD,16,902,3,33.6,52.7,0.8,8.5,0.1,1.3,59.9,9.8,3,0.5565,3.4014,0,0.9921,0.6325,0,3.9216,0,0
188904,BUSHLAND ISD,16,1470,0.7,13,82.9,0.5,0.5,0,2.5,20.5,8,3,1.6260,4.1667,0,2.5641,0.4021,0,0,1,13.3333
189901,MARFA ISD,18,356,0.8,84.3,13.8,0,0.6,0,0.6,69.9,11.2,1,1.4306,0,0,1.1862,0,1,0,1,0
189902,PRESIDIO ISD,18,1403,0.1,95.7,1.8,0,2.2,0,0.3,87.7,6,22,0.0518,0.7576,0,1.0449,0,1,0,1,0
190903,RAINS ISD,07,1613,2.4,15.5,76,1.5,0.5,0.2,3.8,58.4,10.4,31,0.8285,0.3102,1.3441,0.2081,1.1885,0,0,0,0.8489
191901,CANYON ISD,16,9386,2.3,22.2,72.7,0.5,0.9,0,1.4,28.5,8.9,177,1.8436,2.2853,0.2456,1.1961,0.8626,10.1695,0.6277,1,3.2284
192901,REAGAN COUNTY ISD,18,916,0.7,82.6,15.6,0.1,0.3,0,0.7,48.7,6.2,21,0.0978,0,0,0.4612,3.9683,0,0,1,0
193801,BIG SPRINGS CHARTER SCHOOL,20,186,7,51.6,40.3,0,0.5,0.5,0,91.9,50.5,106,0.0103,2.0923,0.1348,1.0604,1.0768,1,0,1.8868,1
193902,LEAKEY ISD,20,271,1.5,40.2,55.7,0.7,0,0,1.8,59.8,8.9,1,0,0,0,0,1.7953,0,1,1,0
194902,AVERY ISD,08,369,0.8,8.9,83.5,1.4,0.3,0,5.1,53.9,10.6,1,1.8553,0,0,0,1.1976,0,0,1,0
194903,RIVERCREST ISD,08,702,4.4,10.7,78.5,1,0.3,0,5.1,59.3,9.7,1,1.6863,10.3093,0,0,1.2739,0,0,1,0
194904,CLARKSVILLE ISD,08,610,57.9,21.8,16.1,0.7,0.3,0,3.3,90.8,10.2,15,0.0734,0.6536,1.4968,0.3058,0.4141,0,0,1,0
194905,DETROIT ISD,08,506,9.1,4.3,81.8,1,0,0,3.8,66.8,12.1,6,0.2495,1.3774,0,0,1.2225,0,1,1,0
195901,PECOS-BARSTOW-TOYAH ISD,18,2319,0.8,91.1,6.7,0.1,1,0,0.3,71.1,8.6,5,0.2813,2.3256,0,1.0977,0,0,0,1,0
195902,BALMORHEA ISD,18,169,1.2,85.2,13.6,0,0,0,0,83.4,8.3,0,1,1,1,1,1,1,1,1,1
196901,AUSTWELL-TIVOLI ISD,03,157,1.3,70.7,28,0,0,0,0,36.9,7,2,1.3550,0,0,0.7072,1.7857,1,1,1,1
196902,WOODSBORO ISD,03,512,2.9,50,43.4,0,1,0,2.7,49,13.5,10,0.2041,3.7037,0,1.0000,1.1521,1,0,1,0
196903,REFUGIO ISD,03,738,11.7,57.3,29.5,0,0.3,0,1.2,56.4,9.3,12,0.1478,8.0645,0.7123,0.1454,2.8249,1,0,1,0
197902,MIAMI ISD,16,212,0.9,13.2,84,0.9,0,0,0.9,12.7,9,0,1,1,1,1,1,1,1,1,1
198901,BREMOND ISD,06,442,14.3,11.3,70.4,1.1,0.7,0,2.3,50,10.2,3,3.3333,0,2.3310,2.9499,0.4735,0,0,1,0
198902,CALVERT ISD,06,164,84.8,8.5,4.3,0,0,0,2.4,81.7,11.6,8,1.2240,1.0776,1.1792,0,0,1,1,1,0
198903,FRANKLIN ISD,06,1090,6.1,16.1,75.2,0,1.4,0,1.2,40,8.9,19,2.1053,0.5914,0.8628,1.6345,0.8399,1,0,1,4.3860
198905,HEARNE ISD,06,932,45.6,41.1,11.8,0.3,0.4,0,0.8,93.8,14.4,167,1.1491,1.6633,1.7334,0.4808,0.0507,0,0,1,0.7485
198906,MUMFORD ISD,06,595,7.9,55.5,33.9,0,1.5,0,1.2,72.1,7.6,3,0.4623,4.3860,4.2194,0.6006,0.9833,1,0,1,0
199901,ROCKWALL ISD,10,14523,6.4,21.3,64.7,1,2.7,0.2,3.6,24.9,8.3,369,1.9373,2.5794,2.4560,1.0942,0.8587,0.2710,0.1004,1.3550,1.2797
199902,ROYSE CITY ISD,10,5008,6.3,29.9,60,0.7,0.7,0.1,2.2,38.9,7.5,209,1.8204,3.7640,0.0759,0.9601,1.1722,0,0,0,0.2175
200901,BALLINGER ISD,15,967,1.1,45.4,51.3,0.2,0.3,0,1.7,59.7,8.2,12,0.1396,0,7.5758,1.8355,0.1624,0,0,1,0
200902,MILES ISD,15,436,0.7,37.8,61,0,0.5,0,0,34.2,8.3,1,0,0,0,2.6455,0,1,0,1,1
200904,WINTERS ISD,15,613,1.3,61.5,35.2,0,0,0,2,70.5,9.3,3,0.4728,39.4265,25.6410,0.5420,0.9470,1,1,1,0
200906,OLFEN ISD,15,64,7.8,53.1,32.8,4.7,0,0,1.6,81.3,14.1,0,1,1,1,1,1,1,1,1,1
201902,HENDERSON ISD,07,3445,19.6,26.5,50.4,0.7,0.8,0.1,1.8,62.1,7.8,53,1.9141,3.8703,2.9842,0.0712,0.7487,0,0,0,1.0482
201903,LANEVILLE ISD,07,167,56.3,22.2,18,0,0,0,3.6,95.2,12,0,1,1,1,1,1,1,1,1,1
201904,LEVERETTS CHAPEL ISD,07,292,6.5,31.2,58.9,0,0,0,3.4,70.2,5.1,3,7.5973,6.5359,5.1282,1.0684,0.5659,1,1,1,0
201907,MOUNT ENTERPRISE ISD,07,366,14.2,7.9,74,0.5,0.3,0,3,50.8,10.7,1,1.9685,0,0,0,1.3514,0,0,1,0
201908,OVERTON ISD,07,541,13.5,5.7,77.1,0.2,0,0,3.5,59.7,7.4,12,0.1396,0,3.0864,1.4620,0.5404,0,1,1,2.3810
201910,TATUM ISD,07,1712,25.9,23.9,47.6,0.4,0.3,0.1,1.9,54.2,7.2,106,1.3228,4.3239,1.5663,0.0395,1.2090,0,0,0,0.4965
201913,CARLISLE ISD,07,637,2,52.4,43.5,0.9,0.2,0,0.9,79.4,6.9,0,1,1,1,1,1,1,1,1,1
201914,WEST RUSK COUNTY CONSOLIDATED ISD,07,1078,14.1,23.7,58.9,0.6,0,0,2.7,67.1,8.5,30,0.0497,3.1373,3.3097,0.9845,0.5093,0,1,1,0
202903,HEMPHILL ISD,07,895,10.2,6.9,76.1,0.7,0.7,0,5.5,60,9.2,2,0.8333,48.9130,0,0,0.6570,0,0,1,9.0909
202905,WEST SABINE ISD,07,684,8.6,3.9,84.4,0.4,0,0,2.6,78.2,9.9,21,0.0609,4.8100,0.5537,0,1.0720,0,1,1,1.8315
203901,SAN AUGUSTINE ISD,07,797,55.6,19.9,20.7,0.1,1,0,2.6,91.1,12,84,1.0193,2.2817,1.3917,0.0598,0.9777,0,0,1,0.4579
203902,BROADDUS ISD,07,422,1.7,5.5,90,0.2,0.2,0,2.4,81,10,3,0.4115,36.6667,0,6.0606,0.3704,0,0,1,13.8889
204901,COLDSPRING-OAKHURST CISD,06,1491,22.3,8,65.8,0.5,0.3,0.2,2.9,65,8.6,2,0.7692,5.8140,2.2422,0,0.7599,0,0,0,0
204904,SHEPHERD ISD,06,1928,6.3,26.4,64.8,0.3,0.5,0,1.7,70.8,7.4,84,1.4629,3.3784,0.1890,0.8117,1.1574,3.9683,0,1,0.7003
205901,ARANSAS PASS ISD,02,1873,2.7,58.5,36,0.5,0.3,0.1,1.9,70.6,10.2,226,1.2848,3.2535,3.1137,1.0967,0.7620,0,0,0,0
205902,GREGORY-PORTLAND ISD,02,4518,1.3,56,39.2,0.7,0.9,0.1,1.8,40.4,8.8,290,1.5193,3.1348,0.2653,1.3116,0.5894,3.9409,0.3831,0,0
205903,INGLESIDE ISD,02,2309,1.6,54.3,38.8,0.4,1.8,0.1,3.1,49.2,7.5,132,1.3704,5.3535,0,0.8231,1.3668,0,0.4209,7.5758,0.2444
205904,MATHIS ISD,02,1684,1,91.9,6.9,0.1,0,0,0.1,84.1,9.6,183,1.1176,1.6507,0.5464,1.0287,0.6336,0,1,1,5.4645
205905,ODEM-EDROY ISD,02,999,0.2,85.3,13.9,0.5,0,0,0.1,62.8,6.6,24,0.7298,0.6313,0,0.7816,2.3981,0,1,1,0
205906,SINTON ISD,02,2203,1.5,82.3,15,0.1,0.4,0.1,0.5,72.1,8.9,291,1.3774,4.3245,0.2291,1.2025,0.0229,0,0,0,0.6873
205907,TAFT ISD,02,1087,0.5,92,6.4,0.3,0.2,0,0.6,87.4,10.3,222,1.1596,1.5307,0.9009,1.0723,0.0704,0,0,1,0.7508
206901,SAN SABA ISD,15,708,0.1,53.8,44.9,0.3,0.3,0,0.6,64,9.7,2,0.7812,5.1546,0,0.9294,1.1136,0,0,1,0
206902,RICHLAND SPRINGS ISD,15,120,0,23.3,74.2,0.8,0,0,1.7,51.7,8.3,1,1.9342,12.0482,1,4.2918,0,0,1,1,0
206903,CHEROKEE ISD,15,129,3.9,30.2,62,0.8,0.8,0,2.3,61.2,17.1,9,2.5418,3.2489,2.8490,0.3679,1.2545,0,0,1,0
207901,SCHLEICHER ISD,15,583,0.2,70,27.6,0.2,0.9,0,1.2,46.7,5.3,0,1,1,1,1,1,1,1,1,1
208901,HERMLEIGH ISD,14,232,1.3,38.8,57.3,0,0,0,2.6,49.6,8.6,0,1,1,1,1,1,1,1,1,1
208902,SNYDER ISD,14,2757,2.2,60.2,34.8,0.8,0.7,0,1.3,56.9,9,276,1.4646,2.4155,2.9644,1.2398,0.5206,0.4529,0,1,0.2787
208903,IRA ISD,14,257,0,22.6,76.7,0,0,0,0.8,26.1,5.1,0,1,1,1,1,1,1,1,1,1
209901,ALBANY ISD,14,496,2,15.7,78.8,0.4,0.2,0.4,2.4,38.5,8.3,1,2.5974,0,0,0,1.2690,0,0,0,0
209902,MORAN ISD,14,103,0,9.7,90.3,0,0,0,0,78.6,18.4,1,1.2723,5.4348,1,0,1.1074,1,1,1,1
210901,CENTER ISD,07,2768,20.1,41.9,33.4,0.1,2.7,0.2,1.6,75.2,8.4,212,1.2106,1.2916,2.3937,0.6304,0.7344,0,0.1747,0,0.2948
210902,JOAQUIN ISD,07,751,5.3,14.2,78.4,0.1,0.3,0.1,1.5,62.5,10.9,53,0.0302,3.2889,0,1.0630,1.0830,0,0,0,0
210903,SHELBYVILLE ISD,07,830,21.7,10.5,65.4,0,0.1,0,2.3,61.2,8.9,2,0.8170,5.6180,2.3041,0,0.7645,1,0,1,0
210904,TENAHA ISD,07,579,25.4,37.5,34.9,0,0,0,2.2,85.5,13,2,0.5848,0,0,1.3333,1.4327,1,1,1,0
210905,TIMPSON ISD,07,628,24.7,13.4,58.4,0,0.5,0,3,72.3,11.9,10,0.1383,5.8824,2.8340,0.7463,0.1712,1,20.0000,1,0
210906,EXCELSIOR ISD,07,95,1.1,6.3,92.6,0,0,0,0,63.2,18.9,0,1,1,1,1,1,1,1,1,1
211901,TEXHOMA ISD,16,384,0.3,45.1,54.7,0,0,0,0,32.6,8.6,0,1,1,1,1,1,1,1,1,1
211902,STRATFORD ISD,16,620,0.6,63.4,34,0.2,0.3,0,1.5,58.7,7.6,1,0,0,0,1.5773,0,0,0,1,0
212801,CUMBERLAND ACADEMY,07,852,15,19.2,58.8,0.1,4.1,0,2.7,35.2,6.8,98,1.6814,2.7011,2.9252,0.7440,0.5900,0,1.7422,1,0
212803,AZLEWAY CHARTER SCHOOL,07,162,24.7,11.1,61.7,0,0,0,2.5,96.3,50,103,0.0101,1.3592,1.3364,1.2245,0.7710,1,1,1,2.3301
212804,UT TYLER INNOVATION ACADEMY,07,467,6.2,9,79,0.6,2.6,0,2.6,22.3,6.9,37,1.3332,0.3917,0.4359,2.1021,0.9579,0,1.0395,1,0
212901,ARP ISD,07,879,14.3,11.4,70,0.2,0.6,0,3.5,53.5,7.5,12,2.6480,6.6667,0.5828,0.7310,1.0714,0,0,1,2.3810
212902,BULLARD ISD,07,2310,4.3,7.2,84.5,0.9,0.3,0,2.7,34.8,11,0,1,1,1,1,1,1,1,1,1
212903,LINDALE ISD,07,3816,6.9,13.6,73.6,0.4,1.2,0,4.2,45.9,9.4,105,1.6392,5.0659,2.3464,0.6303,0.9058,0,0,1,2.0408
212904,TROUP ISD,07,1104,12.6,10.6,72.6,0.5,0.5,0.3,2.8,54.3,8.2,3,0.6139,20.3252,2.6455,0,0.4591,0,0,111.1111,0
212905,TYLER ISD,07,17993,30.3,44.3,22.1,0.3,1.3,0.1,1.7,71.8,7.4,5550,1.2239,2.0258,1.7756,0.7411,0.4802,0.0601,0.0139,0,1.6004
212906,WHITEHOUSE ISD,07,4582,11.3,11.7,70.1,0.7,3,0.1,3,38.1,8.7,218,1.5652,2.1090,2.7198,0.8233,0.8311,0.6553,0.1529,0,0.1529
212909,CHAPEL HILL ISD,07,3488,18.1,41.7,36,0.3,1,0.1,2.7,71.3,6.9,99,1.7142,2.6350,2.6229,1.2112,0.0281,0,0,0,0.3741
212910,WINONA ISD,07,1020,19.4,22.7,55.9,0.2,0.1,0,1.7,58.3,11.5,78,1.3414,2.0067,1.8504,0.7907,0.7798,6.4103,0,1,0.7541
213801,BRAZOS RIVER CHARTER SCHOOL,11,206,10.2,16,69.9,1,0.5,0,2.4,59.7,14.1,0,1,1,1,1,1,1,1,1,1
213901,GLEN ROSE ISD,11,1650,0.4,29.3,66.2,1.2,0.8,0.1,1.9,44.1,6.4,2,15.8730,7.8125,0,1.7065,0.7553,0,0,0,0
214901,RIO GRANDE CITY CISD,01,10851,0,98.7,1,0,0.2,0,0,96.8,9.4,2,857.4380,1946.8085,1,0.5066,50.0000,1,0,1,1
214902,SAN ISIDRO ISD,01,258,0.8,98.8,0.4,0,0,0,0,85.3,10.5,9,1.1723,1.0582,0,1.0121,0,1,1,1,1
214903,ROMA ISD,01,6475,0,100,0,0,0,0,0,91.3,4.5,494,1.0665,1.7544,1,1.0000,1,1,1,1,1
215901,BRECKENRIDGE ISD,14,1510,2.1,33.8,60.7,1.5,0.5,0.1,1.3,63.2,9.5,26,1.3997,2.0243,0,0.1138,1.5207,0,0,0,2.9586
216901,STERLING CITY ISD,15,314,0.6,46.5,48.7,0.6,0,0,3.5,45.5,9.6,8,0.2747,1.3021,0,2.1505,0,0,1,1,0
217901,ASPERMONT ISD,14,241,3.3,29,66,0,1.2,0,0.4,56,7.5,0,1,1,1,1,1,1,1,1,1
218901,SONORA ISD,15,948,0.5,69.3,28.7,0.1,0.2,0,1.2,52.3,10.3,2,0.9560,4.8544,0,0.7215,1.7422,0,0,1,0
219901,HAPPY ISD,16,239,1.3,17.2,79.9,0,0,0,1.7,41,8.4,1,0,0,0,0,1.2516,1,1,1,0
219903,TULIA ISD,16,1107,9.6,59.5,29.8,0.3,0.2,0,0.6,77.1,10.7,89,1.3845,1.9952,3.5112,1.0764,0.0377,0,0,1,1.8727
219905,KRESS ISD,16,209,7.2,55.5,35.4,0.5,0,1,0.5,75.6,10.5,0,1,1,1,1,1,1,1,1,1
220801,TREETOPS SCHOOL INTERNATIONAL,11,342,16.4,9.9,61.1,1.2,3.2,0.9,7.3,14,6.4,0,1,1,1,1,1,1,1,1,1
220802,ARLINGTON CLASSICS ACADEMY,11,1284,23.6,18.1,45.3,0.5,8.8,0.1,3.6,19.9,3.3,73,1.1014,7.0569,1.5092,0.7568,1.0282,2.7397,0.1557,0,0.3805
220809,FORT WORTH ACADEMY OF FINE ARTS,11,523,11.5,17.4,66.3,0.4,1.7,0.4,2.3,14.1,2.7,3,2.3641,0,2.8986,1.9157,0.5028,0,0,0,0
220810,WESTLAKE ACADEMY CHARTER SCHOOL,11,695,3.7,10.6,70.6,0.6,10.4,0,4,0,4.2,1,1,23.8095,0,9.4340,0,0,0,1,0
220811,EAST FORT WORTH MONTESSORI ACADEMY,11,532,45.3,32.7,15,0.4,3.9,0.2,2.4,82.1,4.1,2,0.6090,0,1.1038,0,3.3333,0,0,0,0
220812,RICHARD MILBURN ACADEMY (FORT WORT,11,200,34.5,40.5,20.5,0.5,0,0,4,77.5,11.5,30,0.9892,0.2899,1.5459,0.9877,0.1626,0,1,1,0.8333
220813,HARMONY SCIENCE ACAD (FORT WORTH),11,3652,26.2,29.3,33.7,0.5,7.8,0.1,2.4,50.1,3.9,440,1.3564,2.3893,1.6742,0.9851,0.7958,0,0.0291,0,0.0947
220814,TEXAS SCHOOL OF THE ARTS,11,329,12.8,18.5,61.1,0.9,1.5,0,5.2,11.9,6.7,3,0,0,2.6042,1.8018,0.5456,0,0,1,0
220815,CHAPEL HILL ACADEMY,11,502,55.6,21.7,17.7,0,0.8,0.6,3.6,62.2,8,16,0.1005,6.2500,1.4613,0.2880,0,1,0,10.4167,1.7361
220816,UPLIFT EDUCATION-SUMMIT INTERNATIO,11,2379,26,60.1,6.6,0.1,4.5,0.1,2.4,75,6,254,1.1234,1.3123,1.8322,0.7992,0.5369,0,0.0875,0,0.1640
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,11,719,33,22.5,33.9,0.3,6.3,0,4,47,6.3,10,1.0638,1.5873,0.3030,0.4444,1.7699,33.3333,0,1,2.5000
220818,PRIME PREP ACADEMY,11,606,90.6,5.6,2,0.5,0,0,1.3,67.5,4.1,4,30.0000,36.5854,0.2759,4.4643,0,50.0000,1,1,19.2308
220901,ARLINGTON ISD,11,64629,24.3,43.8,23,0.5,6.3,0.2,2,68.5,8.1,6555,1.2002,2.7460,1.9744,0.7976,0.5897,0.0305,0.1840,0.0763,1.1670
220902,BIRDVILLE ISD,11,24252,7.9,38.7,45,0.7,4.9,0.3,2.5,56.6,9.5,2220,1.3577,2.7549,1.7163,1.0336,0.9209,0.0644,0.4045,0.1502,1.1712
220904,EVERMAN ISD,11,5507,40.5,51.7,5.6,0.1,0.6,0,1.4,85.9,7.8,1215,1.0645,2.4691,1.8798,0.3216,0.8524,4.9383,0,1,1.4109
220905,FORT WORTH ISD,11,84360,22.7,62.8,11,0.2,2,0.1,1.3,77.2,7.5,20744,1.0147,2.1005,2.4201,0.5911,0.5018,0.7231,0.2555,0.6749,1.3053
220906,GRAPEVINE-COLLEYVILLE ISD,11,13469,4.4,22.8,59,0.5,8.6,0.1,4.5,22.5,7.2,355,2.4163,4.6557,4.2254,1.2478,0.8260,0.5634,0.0328,0,0.8138
220907,KELLER ISD,11,33685,8,21.1,58.6,0.7,7.7,0.2,3.7,23.6,8.1,1103,1.9938,2.4512,2.6519,0.9496,0.8726,0.1295,0.4592,0.4533,1.0536
220908,MANSFIELD ISD,11,32735,26.5,24.7,37.3,0.4,6.4,0.1,4.5,38.2,8.3,2284,1.6493,2.9962,1.8157,0.7764,0.7313,0.1095,0.2531,0.4378,0.8270
220910,LAKE WORTH ISD,11,3213,11.4,58,26.5,0.4,1,0.2,2.5,77,9.1,214,1.2077,2.7216,2.2545,0.7170,1.1991,1.1682,0,0,0.1869
220912,CROWLEY ISD,11,15002,41.2,29.4,21.8,0.7,4.1,0.2,2.6,62.7,9.1,3244,1.2375,2.3170,1.5997,0.6574,0.5218,0.0440,0.1955,0.1541,0.9722
220914,KENNEDALE ISD,11,3181,18.9,22.4,50.7,0.8,3.9,0.4,3,42.1,8,268,1.5333,3.2183,2.3099,0.4664,0.8537,0.4664,0.0957,0,0.6219
220915,AZLE ISD,11,5970,0.8,18.7,77,0.6,0.6,0,2.4,47.2,8.3,440,1.6805,3.8335,0.2841,1.2640,0.9858,0,0,1,0.0947
220916,HURST-EULESS-BEDFORD ISD,11,22129,17.1,29,41.6,0.5,6.7,2.3,2.8,53.2,8.5,1375,1.5133,2.3786,1.8161,1.0257,0.7343,1.1636,0.2280,2.2767,0.4675
220917,CASTLEBERRY ISD,11,3938,1.2,76.6,20.3,0.3,0.3,0.1,1.2,86.9,7.1,511,0.9909,2.1499,2.1200,0.8916,1.3496,0.6523,0.6523,0,1.1416
220918,EAGLE MT-SAGINAW ISD,11,18155,9.6,35.5,47.1,0.6,3.7,0.3,3.2,40.4,8.1,726,1.5172,2.9419,1.8509,0.9312,0.9037,1.3774,0.2606,0,1.5065
220919,CARROLL ISD,11,7791,1.9,8.3,75.1,0.3,10.4,0.2,3.8,2.1,7.6,27,8.8183,5.3606,0,0.4462,1.1836,0,0.3561,18.5185,0
220920,WHITE SETTLEMENT ISD,11,6552,6.3,34.8,52.2,0.5,1.8,0.2,4.2,53.5,9.8,454,1.4039,1.6183,1.9579,1.0697,0.9579,0.4405,0,0,0.0524
221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,12522,13.6,27.6,50.2,0.4,3.7,0.2,4.3,41.9,8.1,485,0.9251,1.8073,1.5919,0.6425,1.1090,0.5155,0.0557,0,1.0549
221901,ABILENE ISD,14,17184,11.8,41.9,40.1,0.4,1.9,0.1,3.8,65.6,10.7,952,1.3499,2.5328,2.0652,0.9451,0.8120,0.2626,0.0553,0,0.8569
221904,MERKEL ISD,14,1179,0.9,23.1,73.5,0.7,0,0.1,1.7,57.3,11.8,32,0.0545,2.1186,0,0.6764,1.1480,0,1,0,0
221905,TRENT ISD,14,177,1.1,11.9,84.2,0,0.6,0,2.3,41.2,6.2,0,1,1,1,1,1,1,1,1,1
221911,JIM NED CISD,14,1051,0.3,10.4,87.3,0.3,0.4,0,1.4,29.3,7.2,0,1,1,1,1,1,1,1,1,1
221912,WYLIE ISD,14,3829,3,14,77.3,0.4,2.1,0.1,3.2,15.3,6.6,33,2.7728,3.2140,1.0101,0.2165,0.9016,53.0303,0,0,0.9470
222901,TERRELL COUNTY ISD,18,140,0.7,55,42.9,0,0,0,1.4,30,7.1,0,1,1,1,1,1,1,1,1,1
223901,BROWNFIELD ISD,17,1782,2.8,76.8,18.8,0.1,0.6,0,1,73.7,7.1,68,1.1972,2.2784,4.2017,0.9191,0.9387,0,0,1,0
223902,MEADOW ISD,17,325,0.9,65.2,30.8,1.2,0,0,1.8,73.2,6.5,2,0.6831,7.6923,0,0.7669,1.6234,0,1,1,0
223904,WELLMAN-UNION CISD,17,246,1.2,44.7,54.1,0,0,0,0,56.9,9.8,0,1,1,1,1,1,1,1,1,1
224901,THROCKMORTON ISD,09,197,0.5,17.8,81.2,0,0,0,0.5,50.8,6.6,6,0.3281,2.5253,0,0,1.2315,1,1,1,0
224902,WOODSON ISD,09,92,0,20.7,75,0,0,0,4.3,64.1,12,0,1,1,1,1,1,1,1,1,1
225902,MOUNT PLEASANT ISD,08,5431,12.1,67.6,18.1,0.3,0.6,0,1.4,84.4,9.8,454,1.0700,2.0228,2.3483,0.7950,0.8884,0,0,1,1.2587
225905,WINFIELD ISD,08,157,1.3,83.4,13.4,0,0,0.6,1.3,93.6,7,0,1,1,1,1,1,1,1,1,1
225906,CHAPEL HILL ISD,08,1004,3.2,31.8,62.2,0.4,0.7,0,1.8,49.7,9.4,29,1.3183,1.8342,0,0.1084,1.4414,8.6207,0,1,1.9157
225907,HARTS BLUFF ISD,08,497,1.6,43.7,51.9,0.4,0.6,0,1.8,61.2,4,3,0.5447,0,20.8333,0.7628,0.6423,0,0,1,0
226801,TEXAS LEADERSHIP,15,1165,3.3,48.7,43.8,0.1,1,0,3.2,43.1,6.7,22,1.8983,0.6784,1.3774,0.8400,1.1416,0,0,1,1.4205
226901,CHRISTOVAL ISD,15,471,0,19.3,75.2,0.6,0,0,4.9,18.7,5.3,3,1.7825,0,1,1.7271,0.4433,0,1,1,6.8027
226903,SAN ANGELO ISD,15,14550,4.4,58.5,34.3,0.3,1,0.1,1.5,59.9,10,951,1.4746,1.2829,1.3622,1.2942,0.5273,0.3505,0,0,0.0701
226905,WATER VALLEY ISD,15,287,2.8,17.1,74.9,1,0.7,0,3.5,50.5,13.6,2,0.9901,3.6765,0,2.9240,0.6676,0,0,1,0
226906,WALL ISD,15,1089,0.1,18.3,80.3,0,0.1,0.2,1,12.9,5.2,1,0,0,0,0,1.2453,1,0,0,0
226907,GRAPE CREEK ISD,15,1054,0.5,42.1,55.6,0,0.4,0,1.4,63.4,11.8,13,0.1213,3.2595,15.3846,0.1827,1.5219,1,0,1,0
226908,VERIBEST ISD,15,272,0.4,34.9,62.5,0.4,1.1,0,0.7,47.8,12.5,3,0.6974,2.6667,83.3333,0.9551,0.5333,0,0,1,0
227801,AMERICAN YOUTHWORKS CHARTER SCHOOL,13,167,10.2,73.7,12.6,1.2,0,0,2.4,61.7,19.8,0,1,1,1,1,1,1,1,1,1
